fips,votes,"Percent of adults with less than a high school diploma, 2011-2015","Percent of adults with a high school diploma only, 2011-2015","Percent of adults completing some college or associate's degree, 2011-2015","Percent of adults with a bachelor's degree or higher, 2011-2015",Unemployment_rate_2015,POP_ESTIMATE_2015,Amish,Buddhist,Catholic,Christian Generic,Eastern Orthodox,Hindu,Jewish,Mainline Christian,Mormon,Muslim,Non-Catholic Christian,Other,Other Christian,Other Misc,Pentecostal / Charismatic,Protestant Denomination,Zoroastrian,MedHHInc2014,PerCapitaInc,PovertyUnder18Pct2014,PovertyAllAgesPct2014,Deep_Pov_All,Deep_Pov_Children,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units,age_total_pop,0-4_rate,5-9_rate,10-14_rate,15-19_rate,20-24_rate,25-29_rate,30-34_rate,35-39_rate,40-44_rate,45-49_rate,50-54_rate,55-59_rate,60-64_rate,65-69_rate,70-74_rate,75-79_rate,80-84_rate,85+_rate,TOT_MALE_rate,TOT_FEMALE_rate,WHITE_MALE_rate,WHITE_FEMALE_rate,BLACK_MALE_rate,BLACK_FEMALE_rate,NATIVE_AMERICAN_MALE_rate,NATIVE_AMERICAN_FEMALE_rate,ASIAN_MALE_rate,ASIAN_FEMALE_rate,HAWAIIAN_PACIFIC_MALE_rate,HAWAIIAN_PACIFIC_FEMALE_rate,MULTI_MALE_rate,MULTI_FEMALE_rate,WHITE_rate,BLACK_rate,NATIVE_AMERICAN_rate,HAWAIIAN_PACIFIC_rate,MULTI_rate,voter_turnout_rate,Democrat
26023,16490,12,40.8,33.7,13.5,4.9,43664,0,0,264,169,0,0,0,69,8,11,13,22,10,70,7,2,0,46371,20823,23.3,15.2,7.801572373,11.72305271,45248,20841,519.68,13.31,506.37,89.4,41.2,43664,0.065087944,0.066164346,0.066164346,0.060828142,0.057988274,0.057369916,0.062980945,0.05773635,0.060782338,0.062729022,0.072828875,0.075073287,0.066759802,0,0.041246794,0.031948516,0.020589044,0.018138512,0.516123122,0.483876878,0.481586662,0.467204104,0.019627153,0.002381825,0.002587944,0.002106999,0.002908575,0,0.000160315,6.87E-05,0.009252473,0,0.948790766,0.022008978,0.004694943,0.000229022,0.009252473,0.377656651,0
26025,58786,10,35.7,34.3,20.1,4.9,134314,0,0,171,231,0,0,0,92,7,0,32,9,5,58,28,12,0,45916,23202,23.5,15.4,6.713670965,10.20112631,136146,61042,718.35,12.12,706.23,192.8,86.4,134314,0.061780604,0.064021621,0.064021621,0.066664681,0.064609795,0.060529803,0.058839734,0.057804845,0.058988639,0.063269652,0.071571095,0.072591093,0.066508331,0,0.03857379,0.029095999,0.021889006,0.023668419,0.488668344,0.511331656,0.402266331,0.423574609,0.055950981,0.056114776,0.004206561,0.003581161,0.010222315,0,0.000305255,0.000260583,0.015716902,0,0.82584094,0.112065756,0.007787721,0.000565838,0.015716902,0.437675894,0
26027,23272,11.9,36.2,35,16.9,4.8,51657,0,5,99,106,0,0,0,54,0,0,9,5,7,18,4,9,0,48030,23222,22.1,14.8,6.522203867,10.58510638,52293,25887,508.32,18.26,490.06,106.7,52.8,51657,0.047776681,0.058385117,0.058385117,0.066167218,0.05495867,0.048492944,0.050467507,0.051841958,0.059256248,0.066960915,0.078285615,0.079253538,0.076020675,0,0.053216408,0.032831949,0.020616761,0.020616761,0.500029038,0.499970962,0.445631763,0.449290512,0.028321428,0.025746753,0.006175349,0.006097915,0.003407089,0,0.000348452,9.68E-05,0.016144956,0,0.894922276,0.05406818,0.012273264,0.000445245,0.016144956,0.450510095,0
26029,14567,7.8,31.8,32.5,27.9,5.7,26238,0,4,256,188,0,0,0,114,0,0,6,17,12,47,16,3,0,47991,27231,19,12.6,5.147945099,7.945306726,25949,17249,1390.46,974.12,416.34,62.3,41.4,26238,0.0472597,0.054234317,0.054234317,0.059112737,0.049622685,0.047564601,0.051528318,0.047678939,0.049851361,0.063152679,0.077368702,0.08765912,0.085181797,0,0.056673527,0.0385319,0.023896638,0.026869426,0.495655157,0.504344843,0.472940011,0.482277613,0.002667886,0.001981858,0.007927433,0.00830856,0.002401098,0,0.000343014,0.000266789,0.009375715,0,0.955217623,0.004649745,0.016235994,0.000609803,0.009375715,0.555187133,0
26031,13647,10.9,39.4,31.6,18.1,8.8,25427,2,0,284,172,0,0,0,97,6,0,4,12,10,22,21,2,0,41930,23648,28.3,16.1,7.32321246,13.02721795,26152,18298,885.38,170.12,715.26,36.6,25.6,25427,0.038856334,0.045227514,0.045227514,0.055492193,0.048137806,0.041255358,0.046879302,0.046839973,0.053250482,0.065009635,0.0714988,0.088488614,0.090533685,0,0.066032171,0.04668266,0.028945609,0.028945609,0.499626381,0.500373619,0.464427577,0.466472647,0.003854171,0.002320368,0.014826759,0.014866087,0.001651787,0,0.000117985,0.00023597,0.014748102,0,0.930900224,0.006174539,0.029692846,0.000353954,0.014748102,0.536712943,0
26033,15434,11,37.8,32.1,19.1,7.4,38033,0,0,348,138,2,0,0,82,4,0,2,8,28,20,8,1,0,38989,20563,24.7,19.9,8.408249603,12.9885357,38520,21253,2698.39,1139.97,1558.42,24.7,13.6,38033,0.047616544,0.051691952,0.051691952,0.064102227,0.088922778,0.064996188,0.066337128,0.063497489,0.063891883,0.063313438,0.071306497,0.07222675,0.062656114,0,0.040754082,0.031104567,0.020797728,0.018773171,0.552546473,0.447453527,0.37943365,0.335024847,0.066179371,0.002708174,0.077853443,0.078747404,0.004338338,0,0.000236637,0.00026293,0.024505035,0,0.714458497,0.068887545,0.156600847,0.000499566,0.024505035,0.405805485,0
26035,13385,15.8,39.3,33.2,11.6,7.4,30553,0,0,323,206,0,0,0,125,7,0,3,18,28,39,16,4,0,34655,18572,38.8,24.5,10.94519145,18.01889866,30926,23233,575.34,11.02,564.32,54.8,41.2,30553,0.053480837,0.055771937,0.055771937,0.054953687,0.053448107,0.052891696,0.048636795,0.048047655,0.054430007,0.061696069,0.074297123,0.083166956,0.085556247,0,0.059208588,0.042287173,0.023794717,0.021798187,0.496350604,0.503649396,0.479003698,0.487022551,0.004680391,0.002454751,0.004156711,0.003763951,0.00117828,0,0.00016365,0.00013092,0.007167872,0,0.966026249,0.007135142,0.007920662,0.00029457,0.007167872,0.438091186,0
26037,40564,6.8,27.9,35.6,29.7,3.7,77390,0,0,366,130,0,0,0,79,3,0,4,5,15,25,7,1,0,60650,28889,11,10,5.409560159,4.434440068,75382,30695,574.56,8.15,566.41,133.1,54.2,77390,0.05503295,0.061157772,0.061157772,0.065641556,0.063315674,0.060472929,0.057358832,0.060744282,0.060007753,0.070202869,0.077219279,0.075306887,0.066520222,0,0.039204032,0.027174053,0.018865486,0.019679545,0.494676315,0.505323685,0.464905026,0.475591162,0.010750743,0.009251841,0.002429254,0.002468019,0.007287763,0,0.00024551,0.000284274,0.009058018,0,0.940496188,0.020002584,0.004897274,0.000529784,0.009058018,0.524150407,0
26039,6833,12.5,35.4,34.9,17.2,7.5,13801,0,0,104,125,0,0,0,97,0,0,6,12,11,5,5,4,0,41101,21964,28.4,16.5,4.790947167,4.196357878,14074,11092,563.24,6.96,556.28,25.3,19.9,13801,0.042098399,0.04934425,0.04934425,0.056082893,0.04738787,0.041228896,0.048837041,0.043402652,0.049779002,0.064270705,0.085645968,0.090210854,0.083762046,0,0.065574958,0.04448953,0.0293457,0.02441852,0.504528657,0.495471343,0.487718281,0.479023259,0.005579306,0.003260633,0.003333092,0.003188175,0.001594087,0,0,7.25E-05,0.006303891,0,0.96674154,0.008839939,0.006521267,7.25E-05,0.006303891,0.49510905,0
26041,18467,7.9,35.3,37.9,18.9,6.5,36377,0,0,720,238,0,0,0,161,5,0,30,10,9,18,12,4,0,43338,22525,20.7,14.8,5.321703608,6.598360656,37069,20214,1991.32,820.23,1171.1,31.7,17.3,36377,0.050443962,0.054594936,0.054594936,0.058663441,0.050663881,0.046567886,0.050498942,0.053385381,0.054045138,0.060065426,0.073370536,0.084174066,0.084476455,0,0.048602139,0.038155978,0.028369574,0.03224565,0.494708195,0.505291805,0.466943398,0.477417049,0.001979273,0.001649394,0.012507903,0.012865272,0.001621904,0,8.25E-05,0.000219919,0.011573247,0,0.944360448,0.003628666,0.025373175,0.000302389,0.011573247,0.507655936,0
26043,13140,6.9,39.9,30.9,22.4,5.4,25788,0,0,717,338,0,0,0,220,10,0,25,10,13,15,15,3,0,45174,24948,18.5,14.4,6.413607459,7.767722474,26168,13990,777.05,15.65,761.4,34.4,18.4,25788,0.050915154,0.053009152,0.053009152,0.057933923,0.053784706,0.048666046,0.056421591,0.050255933,0.053125485,0.064371025,0.078214673,0.088645882,0.078137118,0,0.045757717,0.034046843,0.028540406,0.035365286,0.500969443,0.499030557,0.48413991,0.48278269,0.002675663,0.002326664,0.004149217,0.003296107,0.002365441,0,0.000465333,0.000116333,0.007173879,0,0.9669226,0.005002327,0.007445323,0.000581666,0.007173879,0.509539321,0
26045,55686,6.3,29.7,39.2,24.7,4.2,108801,0,0,119,289,0,0,0,94,2,0,8,4,15,20,141,9,0,57088,27089,14.4,9.8,4.655206444,5.981331882,107759,47050,579.43,4.26,575.17,187.4,81.8,108801,0.05386899,0.057251312,0.057251312,0.06691115,0.06338177,0.064631759,0.060826647,0.058280714,0.056543598,0.06480639,0.074181303,0.078482735,0.069548993,0,0.042242259,0.027407836,0.019503497,0.020845397,0.488671979,0.511328021,0.42967436,0.448911315,0.03366697,0.036773559,0.002665417,0.002647034,0.011001737,0,0.000193013,0.000147057,0.011470483,0,0.878585675,0.070440529,0.005312451,0.00034007,0.011470483,0.511815149,0
26047,18774,6.3,26.2,34.2,33.2,6.9,33161,5,0,346,184,0,0,9,115,8,0,4,19,7,41,5,5,0,50191,30861,16.4,11.6,3.769847411,4.513888889,32694,21304,882,414.5,467.49,69.9,45.6,33161,0.048008202,0.052320497,0.052320497,0.06239257,0.055215464,0.055667803,0.053315642,0.053858448,0.057356533,0.060281656,0.070775911,0.08286843,0.082446247,0,0.047405084,0.034649136,0.022948644,0.029100449,0.493893429,0.506106571,0.45646995,0.470040107,0.004402762,0.002623564,0.019118844,0.018093544,0.002171225,0,0.000452339,0.000361871,0.011278309,0,0.926510057,0.007026326,0.037212388,0.000814209,0.011278309,0.56614698,0
26049,196135,10.7,32.8,37.1,19.3,5.8,410849,0,0,217,241,0,7,1,102,4,25,60,41,6,43,31,2,0,41787,22536,33.2,21.5,9.875695284,16.13052627,425790,192180,649.59,12.61,636.98,668.5,301.7,410849,0.060331168,0.06273351,0.06273351,0.066671697,0.065698103,0.06005126,0.056767815,0.058362075,0.062100674,0.065892822,0.073372456,0.076059574,0.064714774,0,0.037999362,0.027302001,0.020927397,0.020669394,0.481748769,0.518251231,0.365844872,0.385801109,0.095677487,0.110502885,0.002728496,0.002979197,0.00502131,0,0.000150907,0.000104661,0.012325696,0,0.751645982,0.206180373,0.005707693,0.000255568,0.012325696,0.477389503,1
26051,12472,15,40.2,32.5,12.3,6.9,25164,0,0,222,196,0,0,0,118,0,0,11,13,18,45,11,3,0,39721,20753,31,18.5,9.676526416,18.60607296,25692,17672,515.93,14.15,501.78,51.2,35.2,25164,0.048005087,0.049594659,0.049594659,0.056827213,0.046455254,0.04494516,0.043832459,0.0472103,0.051104753,0.062748371,0.072246066,0.08122715,0.085121602,0,0.066722302,0.051541885,0.028930218,0.025035765,0.506755683,0.493244317,0.493721189,0.481282785,0.002980448,0.001867748,0.002781752,0.00290097,0.001549833,0,7.95E-05,7.95E-05,0.005642982,0,0.975003974,0.004848196,0.005682721,0.000158957,0.005642982,0.495628676,0
26053,7313,7.6,38.4,35.7,18.3,7,15431,0,0,583,305,0,0,0,219,0,0,58,0,1,22,2,3,0,33600,20570,30.7,20.9,8.707671044,18.94778481,16427,10795,1476.34,374.49,1101.85,14.9,9.8,15431,0.038364332,0.044455965,0.044455965,0.052686151,0.056963256,0.060203486,0.051778887,0.052232519,0.05702806,0.064545396,0.076663858,0.082561078,0.082949906,0,0.053852634,0.039919642,0.029550904,0.036679412,0.542479425,0.457520575,0.475601063,0.431404316,0.043354287,0.002073748,0.014905061,0.01347936,0.001101678,0,6.48E-05,0,0.007452531,0,0.907005379,0.045428034,0.028384421,6.48E-05,0.007452531,0.473916143,0
26055,51460,6.3,26.9,35.4,31.5,4.4,91636,0,0,321,217,0,0,1,106,7,0,1,15,12,88,10,2,0,55592,28400,13.5,9.7,4.854560433,6.220898755,86986,41599,601.31,136.98,464.33,187.3,89.6,91636,0.054083548,0.056975425,0.056975425,0.057728404,0.0575538,0.063413942,0.065432799,0.0592671,0.059310751,0.06332664,0.074501288,0.078702693,0.073486403,0,0.041108298,0.027652888,0.021279846,0.023986206,0.495198394,0.504801606,0.466323279,0.482528701,0.010781789,0.002990091,0.006078397,0.006220263,0.003219259,0,0.000250993,0.000261906,0.008544677,0,0.94885198,0.01377188,0.01229866,0.000512899,0.008544677,0.561569689,0
26057,16442,11.1,41.1,33.8,14.1,5.4,41540,7,0,220,193,0,0,0,85,4,0,2,8,41,24,30,5,0,43509,18922,22.9,18.5,8.16332157,11.46919431,42476,16339,571.61,3.15,568.46,74.7,28.7,41540,0.050553683,0.054622051,0.054622051,0.070943669,0.078960039,0.064082812,0.063577275,0.062445835,0.062518055,0.065767935,0.073086182,0.066971594,0.059460761,0,0.040129995,0.029056331,0.021064035,0.027419355,0.533317285,0.466682715,0.466249398,0.451348098,0.055007222,0.002383245,0.003851709,0.002599904,0.002070294,0,0.000192585,0.000192585,0.005946076,0,0.917597496,0.057390467,0.006451613,0.000385171,0.005946076,0.395811266,0
26059,19880,13.2,40.2,31,15.5,5.1,45941,2,0,94,181,0,0,0,61,7,0,19,7,21,57,16,3,0,44780,20888,25.6,16.6,8.980192719,15.13805754,46688,21757,607.01,8.87,598.13,78.1,36.4,45941,0.057160271,0.058183322,0.058183322,0.072941381,0.064473999,0.054374089,0.05104373,0.053416338,0.056877299,0.061165408,0.07250604,0.079689167,0.07287608,0,0.045710803,0.033085915,0.021810583,0.020635162,0.498334821,0.501665179,0.483533227,0.486754751,0.003678631,0.003003853,0.002416142,0.00265558,0.001806665,0,2.18E-05,0.000108835,0.006878387,0,0.970287978,0.006682484,0.005071722,0.000130602,0.006878387,0.432728935,0
26061,15623,7.9,33.8,27.2,31.1,6,36380,0,0,459,187,2,0,1,141,4,0,10,9,4,24,6,2,0,39126,19883,18.5,18.7,11.03559964,5.806887238,36628,18636,1501.5,492.4,1009.1,36.3,18.5,36380,0.051676745,0.05684442,0.05684442,0.102034085,0.148570643,0.053161078,0.050549753,0.046261682,0.04420011,0.047003848,0.057586586,0.057971413,0.0604453,0,0.040544255,0.030428807,0.019516218,0.023227048,0.542138538,0.457861462,0.504040682,0.430236394,0.006074766,0.003380979,0.003298516,0.003490929,0.020258384,0,0.000219901,0.000192413,0.008246289,0,0.934277075,0.009455745,0.006789445,0.000412314,0.008246289,0.429439252,0
26063,15848,12.1,44.3,29.4,14.1,5.1,31883,16,0,408,306,0,0,0,262,2,0,0,17,15,14,10,1,0,41678,22739,20.9,14.1,7.656829443,13.86906609,33118,21199,2136.8,1301.1,835.71,39.6,25.4,31883,0.046639275,0.052379011,0.052379011,0.058934228,0.049587554,0.046325628,0.050214848,0.045729699,0.049838472,0.062886178,0.074930214,0.084402346,0.083179124,0,0.057867829,0.043345984,0.031270583,0.033748393,0.49590691,0.50409309,0.484207885,0.492644983,0.002728727,0.002446445,0.001819151,0.002446445,0.00294828,0,6.27E-05,6.27E-05,0.004140137,0,0.976852868,0.005175172,0.004265596,0.000125459,0.004140137,0.497067403,0
26065,133478,8.2,21.6,32.9,37.2,4.4,286085,0,2,320,206,2,0,3,93,7,14,21,32,13,62,16,3,0,45840,25010,23.7,20.1,11.60042883,12.34661362,280895,121281,560.71,4.59,556.12,505.1,218.1,286085,0.05638534,0.054763444,0.054763444,0.092014611,0.140500201,0.074421938,0.064180226,0.057336106,0.052673157,0.053777723,0.058961497,0.060716221,0.056119685,0,0.028931961,0.018456053,0.01395739,0.016809689,0.48527186,0.51472814,0.371662268,0.395469878,0.059685059,0.0628904,0.003076009,0.003352151,0.032098852,0,0.000304105,0.000356537,0.018445567,0,0.767132146,0.122575458,0.006428159,0.000660643,0.018445567,0.466567629,1
26067,26364,11.8,38.1,35.2,14.9,4.4,64223,0,0,388,149,0,0,0,61,4,0,1,4,17,50,8,2,0,48681,20549,18.5,15.2,5.647003494,7.951289398,63905,24778,580.05,8.74,571.3,111.9,43.4,64223,0.057269203,0.063513072,0.063513072,0.066471513,0.06911854,0.067810597,0.066362518,0.066253523,0.067109914,0.07058219,0.072980085,0.070551049,0.060663625,0,0.034380206,0.023247123,0.015679741,0.013966959,0.535976208,0.464023792,0.475717422,0.448562042,0.046930227,0.002429036,0.003409993,0.002958442,0.002273329,0,0.00020242,9.34E-05,0.007442816,0,0.924279464,0.049359264,0.006368435,0.000295844,0.007442816,0.410507139,0
26069,13349,11.9,40,32,16.1,7.2,25345,0,0,237,258,0,0,0,180,9,0,28,15,6,39,9,1,0,37122,23262,31.4,19,6.376939069,11.7791411,25887,20443,1890.06,1340.96,549.1,47.1,37.2,25345,0.046991517,0.0425725,0.0425725,0.047977905,0.045452752,0.044663642,0.043519432,0.042375222,0.044584731,0.058275794,0.0733478,0.089682383,0.090076938,0,0.07255869,0.0529493,0.034997041,0.033537187,0.495008877,0.504991123,0.474965476,0.484947721,0.004142829,0.002801341,0.004340107,0.004142829,0.002485697,0,0.000315644,0.000315644,0.008759124,0,0.959913198,0.00694417,0.008482935,0.000631288,0.008759124,0.526691655,0
26071,5910,8.8,45,27,19.3,6.7,11348,0,0,584,234,0,0,0,186,0,0,7,0,0,0,7,2,0,35961,22092,25.5,17.3,4.688474909,7.987388334,11817,9197,1211.21,45.06,1166.15,10.1,7.9,11348,0.040623898,0.043884385,0.043884385,0.048290448,0.041328869,0.037627776,0.044413112,0.043620021,0.04071202,0.051550934,0.075960522,0.094377864,0.100281988,0,0.067500881,0.045470568,0.036922806,0.052872753,0.494272118,0.505727882,0.478762778,0.486517448,0.001586183,0.001498061,0.005992245,0.0070497,0.000793091,0,0,8.81E-05,0.007137822,0,0.965280226,0.003084244,0.013041946,8.81E-05,0.007137822,0.520796616,0
26073,25344,8.9,31.8,32,27.3,4.5,70698,0,0,289,128,0,0,1,73,6,22,1,34,12,35,7,2,0,42431,19698,21.7,28.3,18.70166649,11.41583819,70311,28381,577.68,5,572.68,122.8,49.6,70698,0.045984328,0.049039577,0.049039577,0.116834988,0.203711562,0.072449008,0.05319811,0.048586947,0.043028091,0.047936292,0.0532264,0.054386263,0.050454044,0,0.026082775,0.019646949,0.013748621,0.014668025,0.486265524,0.513734476,0.430068743,0.455769612,0.013211123,0.014031514,0.019321622,0.018826558,0.010240742,0,0.000169736,0.000353617,0.013253557,0,0.885838355,0.027242638,0.03814818,0.000523353,0.013253557,0.35848256,0
26075,69567,10.2,34.8,35,20,5.1,159494,0,0,245,170,0,1,1,91,5,0,25,10,9,32,12,2,0,46670,22879,24,15.4,8.425197896,15.28900996,160248,69458,723.5,21.83,701.67,228.4,99,159494,0.054560046,0.059801623,0.059801623,0.066447641,0.066247006,0.061883206,0.05879845,0.058522578,0.061500746,0.067720416,0.07488056,0.074842941,0.067250179,0,0.039192697,0.02701042,0.020276625,0.022609001,0.511379738,0.488620262,0.440668614,0.436367512,0.051061482,0.032527869,0.002307297,0.001736742,0.004219594,0,0.000250793,0.000200635,0.012871958,0,0.877036127,0.083589351,0.004044039,0.000451428,0.012871958,0.436173148,0
26077,125966,6.7,23.1,35,35.1,4.1,260263,0,0,191,263,1,4,2,73,5,10,22,25,25,126,8,3,0,46283,25943,20.4,18.9,8.655367415,9.215504319,250331,110007,580.3,18.64,561.66,445.7,195.9,260263,0.059639672,0.060784668,0.060784668,0.072799437,0.124750733,0.067627746,0.063816217,0.058490834,0.055171115,0.056293057,0.060581028,0.062832596,0.057268993,0,0.032428736,0.022554109,0.016978979,0.020275644,0.490795849,0.509204151,0.402688819,0.416102174,0.055616818,0.059290026,0.002466736,0.002655007,0.013555519,0,0.000368858,0.000292012,0.0160991,0,0.818790992,0.114906844,0.005121742,0.00066087,0.0160991,0.483995036,1
26079,8920,13.4,42.4,31.5,12.7,7.3,17260,0,0,90,124,0,0,0,50,9,0,8,9,31,17,12,4,0,40709,20445,27,17.4,8.359133127,11.2760491,17153,12171,570.71,10.84,559.86,30.6,21.7,17260,0.053186559,0.059617613,0.059617613,0.057242178,0.050637312,0.052491309,0.055561993,0.056778679,0.057126304,0.064078795,0.076245655,0.084125145,0.079142526,0,0.054229432,0.033603708,0.020973349,0.015527231,0.507937428,0.492062572,0.486558517,0.474565469,0.003939745,0.002838934,0.004866744,0.003997683,0.002780997,0,0.000347625,0.000289687,0.009443801,0,0.961123986,0.006778679,0.008864426,0.000637312,0.009443801,0.516801854,0
26081,306270,10.5,25.5,30.8,33.3,3.6,636369,0,0,382,335,1,3,1,73,4,13,14,26,82,137,11,5,0,53342,26436,20,15.3,6.633433682,8.717432932,602622,246901,871.94,25,846.95,711.5,291.5,636369,0.069888697,0.069376415,0.069376415,0.067643144,0.070633548,0.08096246,0.072228534,0.063684749,0.058983074,0.062496759,0.067919713,0.066291727,0.056506524,0,0.02833419,0.020324686,0.015429727,0.01881927,0.492142138,0.507857862,0.408949839,0.421470876,0.051275282,0.05322698,0.003700683,0.003598541,0.013787598,0,0.000414854,0.000400711,0.014013882,0,0.830420715,0.104502262,0.007299224,0.000815565,0.014013882,0.481277372,0
26083,1429,7.6,32.6,37,22.8,8.7,2168,0,0,238,171,0,0,0,171,0,0,0,0,0,0,0,0,0,40411,25197,21,12.7,6.549815498,11.54855643,2156,2467,5966.19,5426.08,540.11,4,4.6,2168,0.035055351,0.040129151,0.040129151,0.044741697,0.038284133,0.035516605,0.038745387,0.04197417,0.04704797,0.040129151,0.072416974,0.08302583,0.095479705,0,0.092712177,0.060885609,0.043357934,0.024446494,0.522140221,0.477859779,0.512453875,0.470479705,0.001383764,0.000461255,0.001845018,0.000461255,0,0,0,0,0.006457565,0,0.982933579,0.001845018,0.002306273,0,0.006457565,0.659132841,0
26085,5328,18.1,41.5,31,9.4,8.2,11424,0,0,142,111,0,0,0,50,0,0,0,0,0,41,7,12,0,30990,16275,44.4,29.2,14.74934276,31.1227154,11539,14966,574.28,6.91,567.37,20.3,26.4,11424,0.035714286,0.046218487,0.046218487,0.053133754,0.040703782,0.037552521,0.041754202,0.044117647,0.052345938,0.058385854,0.079131653,0.090686275,0.104341737,0,0.069590336,0.051295518,0.031862745,0.020133053,0.505952381,0.494047619,0.441701681,0.431372549,0.045080532,0.043242297,0.004814426,0.004814426,0.00052521,0,0,8.75E-05,0.013830532,0,0.87307423,0.088322829,0.009628852,8.75E-05,0.013830532,0.466386555,0
26087,45126,9.2,37.1,36.2,17.5,7.5,88373,0,0,306,143,0,0,0,80,5,0,2,9,17,32,13,2,0,51510,24102,15.9,11.1,4.849473185,7.944369403,88319,36332,662.84,19.83,643.01,137.4,56.5,88373,0.04780872,0.05604653,0.05604653,0.069557444,0.059271497,0.050694217,0.05066027,0.053885236,0.061104636,0.075011599,0.0856257,0.086338588,0.071911104,0,0.043078768,0.028051554,0.017686397,0.016928247,0.506829009,0.493170991,0.484378713,0.477600625,0.010240684,0.002251819,0.002794971,0.002557342,0.002387607,0,6.79E-05,5.66E-05,0.006959139,0,0.961979338,0.012492503,0.005352313,0.000124472,0.006959139,0.510631075,0
26089,14757,5,22.4,32.7,40,5,21981,0,0,539,152,0,0,0,116,0,0,0,0,16,10,0,0,0,60622,32883,14.8,8.9,4.948520545,6.251621271,21708,14935,2532.19,2185.02,347.17,62.5,43,21981,0.037077476,0.044811428,0.044811428,0.055365998,0.047586552,0.041308403,0.041080934,0.040898958,0.041581366,0.052044948,0.071789273,0.086119831,0.102634093,0,0.070742914,0.051635503,0.034074883,0.040898958,0.491060461,0.508939539,0.461307493,0.473226878,0.002092716,0.002638642,0.017378645,0.019880806,0.002638642,0,0.000181975,9.10E-05,0.007460989,0,0.934534371,0.004731359,0.037259451,0.000272963,0.007460989,0.671352532,0
26091,45895,10.2,36.7,33.8,19.2,4.8,98573,0,0,271,240,0,0,0,117,6,0,21,6,8,43,24,2,0,48194,22834,20.5,14.5,5.951874841,8.262810379,99892,43452,761.41,11.85,749.55,133.3,58,98573,0.056354174,0.058230956,0.058230956,0.069420632,0.065819241,0.055796212,0.05694257,0.057287493,0.062684508,0.066103294,0.072707537,0.074797358,0.069745265,0,0.042171791,0.028628529,0.020675033,0.021263429,0.506852789,0.493147211,0.469763526,0.469885263,0.02188226,0.007446258,0.003185456,0.002576771,0.001978229,0,0.000263764,0.000111592,0.009779554,0,0.939648788,0.029328518,0.005762227,0.000375356,0.009779554,0.465594027,0
26093,105577,4.9,25.6,35.9,33.6,4.9,187316,0,0,408,168,0,0,0,114,5,0,6,6,4,33,8,0,0,74341,32681,8.1,6.1,2.745744097,3.152005822,180967,72809,585.4,20.15,565.25,320.2,128.8,187316,0.049424502,0.05814239,0.05814239,0.071227231,0.057597856,0.050027761,0.052734417,0.054933908,0.062829657,0.078786649,0.087723419,0.083292404,0.069476179,0,0.040471716,0.024824361,0.015764804,0.01712614,0.500507164,0.499492836,0.483669307,0.482510837,0.003726323,0.002706656,0.002263555,0.002039335,0.003566166,0,0.000352346,0.000202866,0.006929467,0,0.966180145,0.00643298,0.004302889,0.000555212,0.006929467,0.563630443,0
